,preference,property_type,city,transact_type,owntype,bedroom_num,price_per_unit_area,furnish,facing,age,total_floor,features,prop_name,price_sqft,amenities,area,price,prop_heading,secondary_tags,total_landmark_count,society_name,building_name,location,balcony_num,floor_num,carpet_sqft,superbuiltup_sqft,builtup_sqft,super_sqft,location.1,hospitals,schools,metro_stations,connectivity,parking,shopping,pharmacy,miscellaneous,club,railwaystation,metrostation,airport,busdepot,bank,attraction,park,officecomplex,education,amusementpark,golfcourse,busstop,library,hospital,atm,stadium,religiousplace,hotel
1204,S,Independent/Builder Floor,Kolkata South,1.0,1,2.0,2963.0,1,8,2,2.0,"44,24,47,39,40,41,20,42,32",On Request,2963.0,"20,32,44,24,47,39,40,41,42,103",1080 sq.ft.,28 L,2 BHK Independent Builder Floor in Behala,"['READY TO MOVE', 'RESALE']",45.0,On Request,On Request,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '614', 'LOCALITY_NAME': 'Behala', 'ADDRESS': None}",0.0,2,850.0,1140.0,1080.0,1500.0,"(22.4788135, 88.3090479)",4,7,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1205,S,Independent/Builder Floor,Kolkata West,1.0,1,2.0,3101.0,4,7,6,5.0,"23,12,3,47,6,9,40,41,42,21","Oxford Complex, Andul road",3101.0,"21,23,47,6,9,40,41,42,12,3",1207 sq.ft.,36 L,2 BHK Independent Builder Floor in Andul Road,"['READY TO MOVE', 'RESALE']",29.0,"Oxford Complex, Andul road","Oxford Complex, Andul road","{'CITY': '29', 'CITY_NAME': 'Kolkata West', 'LOCALITY_ID': '6884', 'LOCALITY_NAME': 'Andul Road', 'ADDRESS': None}",1.0,3,1207.0,1140.0,1000.0,1500.0,"(22.56512, 88.28371)",4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1206,S,Residential Apartment,Kolkata South,1.0,1,1.0,3647.0,4,3,1,3.0,"39,40,41",On Request,3647.0,"39,40,41",850 sq.ft.,31 L,1 BHK Flat in Behala,"['READY TO MOVE', 'RESALE']",50.0,On Request,On Request,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '614', 'LOCALITY_NAME': 'Behala', 'ADDRESS': '115 Diamond Harbour Road, Nafar Ch Das Road'}",1.0,3,680.0,850.0,1000.0,1500.0,"(22.499077, 88.31858)",8,7,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1207,S,Residential Land,Kolkata North,1.0,1,3.0,2746.0,0,3,0,3.0,5,On Request,2746.0,5,1602 sq.ft.,44 L,Residential land / Plot in Agarpara,"['EAST FACING', 'READY TO MOVE', 'RESALE']",25.0,On Request,On Request,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '479', 'LOCALITY_NAME': 'Agarpara', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1602.0,"(22.68514, 88.38201)",6,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1208,S,Residential Apartment,Kolkata East,2.0,1,3.0,10000.0,0,0,5,23.0,N,Mani Casa,10000.0,"5,17,20,21,23,24,6,19,101,102",1278-1736  sq.ft.,1.28  - 1.74 Cr,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",9.0,Mani Casa,Mani Casa,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.586413, 88.486072)",6,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1212,S,Residential Apartment,Kolkata South,1.0,1,2.0,3764.0,4,3,3,3.0,N,Aswini Bhavan,3764.0,102,850 sq.ft.,32 L,2 BHK Flat in Parnashree,"['READY TO MOVE', 'RESALE']",45.0,Aswini Bhavan,Aswini Bhavan,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '5072', 'LOCALITY_NAME': 'Parnashree', 'ADDRESS': None}",1.0,3,850.0,1140.0,1000.0,1500.0,"(22.5106194, 88.305858)",7,1,6,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1213,S,Residential Apartment,Kolkata South,1.0,1,3.0,11071.0,0,0,3,13.0,"23,1,3,6,9,20,21",West Bengal Ruchira Residency,11071.0,"20,21,23,1,6,9,3",1129 sq.ft.,1.25 Cr,3 BHK Flat in EM Bypass,"['READY TO MOVE', 'RESALE']",50.0,West Bengal Ruchira Residency,West Bengal Ruchira Residency,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '603', 'LOCALITY_NAME': 'EM Bypass', 'ADDRESS': 'T4/9/4'}",1.0,9,1129.0,1140.0,1000.0,1500.0,"(22.506763, 88.399967)",11,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1214,S,Residential Apartment,Kolkata East,1.0,1,3.0,9677.0,2,7,5,13.0,"44,12,23,47,17,28,19,1,2,3,6,9,40,30,41,20,21,32,43",Ambuja Neotia Ecospace Residencia,9677.0,"17,2,20,21,32,44,23,47,28,19,1,6,9,40,30,41,43,12,3,101,102",1457 sq.ft.,1.41 Cr,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'RESALE', 'RERA | HIRA']",25.0,Ambuja Neotia Ecospace Residencia,Ambuja Neotia Ecospace Residencia,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': 'Action Area 2'}",1.0,6,900.0,1457.0,1120.0,1500.0,"(22.586873, 88.48828)",6,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
1215,S,Residential Apartment,Kolkata East,1.0,1,3.0,6400.0,1,1,3,4.0,"6,19,21",Sunny View Apartment,6400.0,"21,6,19",1250 sq.ft.,80 L,3 BHK Flat in Subhas Sarobar Park,"['READY TO MOVE', 'RESALE']",49.0,Sunny View Apartment,Sunny View Apartment,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '39230', 'LOCALITY_NAME': 'Subhas Sarobar Park', 'ADDRESS': None}",0.0,1,900.0,1140.0,1250.0,1500.0,"(22.569097, 88.397185)",17,20,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1216,S,Residential Apartment,Kolkata North,1.0,1,2.0,3800.0,4,3,2,5.0,"23,24,39,21",Gayatri Apartment,3800.0,"21,23,24,39",855 sq.ft.,32.5 L,2 BHK Flat in Kestopur,"['READY TO MOVE', 'RESALE']",47.0,Gayatri Apartment,Gayatri Apartment,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '507', 'LOCALITY_NAME': 'Kestopur', 'ADDRESS': 'Gayatri Apartment 3 No Camp'}",1.0,4,900.0,855.0,1000.0,1500.0,"(22.5971854, 88.4370585)",7,8,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1221,S,Residential Apartment,Kolkata North,1.0,1,3.0,4662.0,2,2,1,7.0,"23,24,3,6,17,19,9,21",Kendriya Vihar Phase 2,4662.0,"17,21,23,24,6,19,9,3",1716 sq.ft.,75 L,3 BHK Flat in Khalisha Kota,"['READY TO MOVE', 'RESALE']",25.0,Kendriya Vihar Phase 2,Kendriya Vihar Phase 2,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '32009', 'LOCALITY_NAME': 'Khalisha Kota', 'ADDRESS': None}",3.0,2,900.0,1716.0,1457.0,1500.0,"(22.654824, 88.424994)",5,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1222,S,Residential Apartment,Kolkata East,2.0,1,4.0,7944.0,0,0,6,12.0,N,The Ecos,7944.0,"5,17,20,21,23,24,6,19,101,102",2077-2091  sq.ft.,1.65  - 1.66 Cr,4 BHK Flat in New Town,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",39.0,The Ecos,The Ecos,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.592746, 88.467191)",6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
1223,S,Residential Apartment,Kolkata East,2.0,1,3.0,7951.0,0,0,6,12.0,N,The Ecos,7951.0,"5,17,20,21,23,24,6,19,101,102",1132-1676  sq.ft.,90.01 L - 1.33 Cr,3 BHK Flat in New Town,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",39.0,The Ecos,The Ecos,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.592746, 88.467191)",6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
1224,S,Residential Apartment,Kolkata East,2.0,1,2.0,7964.0,0,0,6,12.0,N,The Ecos,7964.0,"5,17,20,21,23,24,6,19,101,102",879-1060  sq.ft.,70  - 84.42 L,2 BHK Flat in New Town,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",39.0,The Ecos,The Ecos,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.592746, 88.467191)",6,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
1225,S,Residential Apartment,Kolkata South,2.0,1,6.0,13700.0,0,0,5,11.0,N,PS Navyom,13700.0,"5,17,20,21,23,24,6,19,101,102",3257-3501  sq.ft.,4.46  - 4.8 Cr,6 BHK Flat in New Alipore,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",15.0,PS Navyom,PS Navyom,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '1465', 'LOCALITY_NAME': 'New Alipore', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.509854, 88.331069)",23,8,11,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1226,S,Residential Apartment,Kolkata South,2.0,1,5.0,13700.0,0,0,5,11.0,N,PS Navyom,13700.0,"5,17,20,21,23,24,6,19,101,102",2454-2622  sq.ft.,3.36  - 3.59 Cr,5 BHK Flat in New Alipore,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",15.0,PS Navyom,PS Navyom,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '1465', 'LOCALITY_NAME': 'New Alipore', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.509854, 88.331069)",23,8,11,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1227,S,Residential Apartment,Kolkata South,2.0,1,4.0,13700.0,0,0,5,11.0,N,PS Navyom,13700.0,"5,17,20,21,23,24,6,19,101,102",1806-1934  sq.ft.,2.47  - 2.65 Cr,4 BHK Flat in New Alipore,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",15.0,PS Navyom,PS Navyom,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '1465', 'LOCALITY_NAME': 'New Alipore', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.509854, 88.331069)",23,8,11,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1229,S,Residential Apartment,Kolkata North,2.0,1,3.0,8905.0,0,0,5,11.0,N,Navya,8905.0,"5,17,20,21,23,24,6,19,101,102",831 sq.ft.,74 L,3 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",7.0,Navya,Navya,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,831.0,1140.0,1000.0,1500.0,"(22.705223, 88.459968)",6,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1230,S,Residential Apartment,Kolkata North,2.0,1,2.0,7462.0,0,0,5,11.0,N,Navya,7462.0,"5,17,20,21,23,24,6,19,101,102",603 sq.ft.,45 L,2 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",7.0,Navya,Navya,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,603.0,1140.0,1000.0,1500.0,"(22.705223, 88.459968)",6,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1235,S,Residential Apartment,Kolkata East,2.0,1,3.0,15216.0,0,0,5,20.0,N,PS ONE 10,15216.0,"5,17,20,21,23,24,6,19,101,102",664 sq.ft.,1.01 Cr,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",7.0,PS ONE 10,PS ONE 10,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,664.0,1140.0,1000.0,1500.0,"(22.570637, 88.4617767)",7,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1236,S,Residential Apartment,Kolkata East,2.0,1,2.0,15202.0,0,0,5,20.0,N,PS ONE 10,15202.0,"5,17,20,21,23,24,6,19,101,102",592 sq.ft.,90 L,2 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",7.0,PS ONE 10,PS ONE 10,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,592.0,1140.0,1000.0,1500.0,"(22.570637, 88.4617767)",7,3,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1237,S,Residential Apartment,Kolkata North,1.0,1,3.0,8455.0,4,0,3,3.0,N,Sundowner's Co-Operative Housing Society,8455.0,"5,17,20,21,23,24,6,19,101,102",1050 sq.ft.,75 L,3 BHK Flat in Sector 1 Salt Lake,"['READY TO MOVE', 'RESALE']",49.0,Sundowner's Co-Operative Housing Society,Sundowner's Co-Operative Housing Society,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '9176', 'LOCALITY_NAME': 'Sector 1 Salt Lake', 'ADDRESS': None}",2.0,3,887.0,1050.0,1000.0,1500.0,"(22.59112, 88.40403)",31,24,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
1238,S,Residential Apartment,Kolkata East,2.0,1,3.0,3245.0,0,0,5,7.0,N,Westroad Iconic,3245.0,"5,17,20,21,23,24,6,19,101,102",1299-1313  sq.ft.,42.15  - 42.61 L,3 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW BOOKING']",15.0,Westroad Iconic,Westroad Iconic,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.640465, 88.470504)",2,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
1239,S,Residential Apartment,Kolkata East,2.0,1,2.0,3245.0,0,0,5,7.0,N,Westroad Iconic,3245.0,"5,17,20,21,23,24,6,19,101,102",827-859  sq.ft.,26.84  - 27.87 L,2 BHK Flat in Rajarhat,"['UNDER CONSTRUCTION', 'NEW BOOKING']",15.0,Westroad Iconic,Westroad Iconic,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1495', 'LOCALITY_NAME': 'Rajarhat', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.640465, 88.470504)",2,2,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
1240,S,Residential Apartment,Kolkata North,2.0,1,3.0,3400.0,0,0,6,5.0,N,SD Aqua View,3400.0,"5,17,20,21,23,24,6,19,101,102",905-1640  sq.ft.,30.77  - 55.76 L,3 BHK Flat in Airport,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",15.0,SD Aqua View,SD Aqua View,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '6883', 'LOCALITY_NAME': 'Airport', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.675382, 88.459364)",3,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
1241,S,Residential Apartment,Kolkata North,2.0,1,2.0,3400.0,0,0,6,5.0,N,SD Aqua View,3400.0,"5,17,20,21,23,24,6,19,101,102",851-878  sq.ft.,28.93  - 29.85 L,2 BHK Flat in Airport,"['READY TO MOVE', 'NEW BOOKING', 'RERA | HIRA']",15.0,SD Aqua View,SD Aqua View,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '6883', 'LOCALITY_NAME': 'Airport', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.675382, 88.459364)",3,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
1246,R,Residential Apartment,Kolkata South,1.0,0,3.0,12.0,4,0,2,4.0,"23,5,17,6,19,20,21",Eden Tolly Signature,12.0,"5,17,20,21,23,6,19,101,102,103",1285 sq.ft.,"17,000",3 BHK Flat in Tollygunge,[],50.0,Eden Tolly Signature,Eden Tolly Signature,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '598', 'LOCALITY_NAME': 'Tollygunge', 'ADDRESS': None}",1.0,1,900.0,1285.0,1000.0,1500.0,"(22.5, 88.35)",24,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1247,S,Residential Apartment,Kolkata North,2.0,1,4.0,7374.0,0,0,5,11.0,N,Diamond Navya,7374.0,"5,17,20,21,23,24,6,19,101,102",1093 sq.ft.,80.6 L,4 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",9.0,Diamond Navya,Diamond Navya,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,1093.0,1140.0,1000.0,1500.0,"(22.680012843035, 88.461431938766)",5,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1248,S,Residential Apartment,Kolkata North,2.0,1,3.0,7239.0,0,0,5,11.0,N,Diamond Navya,7239.0,"5,17,20,21,23,24,6,19,101,102",827-876  sq.ft.,59.87  - 63.41 L,3 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",9.0,Diamond Navya,Diamond Navya,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.680012843035, 88.461431938766)",5,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1249,S,Residential Apartment,Kolkata North,2.0,1,2.0,7204.0,0,0,5,11.0,N,Diamond Navya,7204.0,"5,17,20,21,23,24,6,19,101,102",603-725  sq.ft.,43.44  - 52.23 L,2 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",9.0,Diamond Navya,Diamond Navya,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.680012843035, 88.461431938766)",5,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1251,S,Residential Apartment,Kolkata South,2.0,1,3.0,9895.0,0,0,5,18.0,N,Aagaman by Rajat,9895.0,"5,17,20,21,23,24,6,19,101,102",1010-1339  sq.ft.,99.94 L - 1.32 Cr,3 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW BOOKING']",48.0,Aagaman by Rajat,Aagaman by Rajat,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '598', 'LOCALITY_NAME': 'Tollygunge', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.48192, 88.3255)",6,9,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1252,S,Residential Apartment,Kolkata South,2.0,1,2.0,10029.0,0,0,5,18.0,N,Aagaman by Rajat,10029.0,"5,17,20,21,23,24,6,19,101,102",783-986  sq.ft.,78.53  - 98.89 L,2 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW BOOKING']",48.0,Aagaman by Rajat,Aagaman by Rajat,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '598', 'LOCALITY_NAME': 'Tollygunge', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.48192, 88.3255)",6,9,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1253,S,Residential Apartment,Kolkata South,2.0,1,4.0,9434.0,0,0,5,20.0,N,Merlin Avana,9434.0,"5,17,20,21,23,24,6,19,101,102",1368-1477  sq.ft.,1.29  - 1.39 Cr,4 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",11.0,Merlin Avana,Merlin Avana,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '598', 'LOCALITY_NAME': 'Tollygunge', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.481623, 88.324648)",6,9,4,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1254,S,Residential Apartment,Kolkata South,2.0,1,3.0,9544.0,0,0,5,20.0,N,Merlin Avana,9544.0,"5,17,20,21,23,24,6,19,101,102",781-1061  sq.ft.,73.82 L - 1.02 Cr,3 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",11.0,Merlin Avana,Merlin Avana,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '598', 'LOCALITY_NAME': 'Tollygunge', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.481623, 88.324648)",6,9,4,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1255,S,Residential Apartment,Kolkata South,2.0,1,2.0,9409.0,0,0,5,20.0,N,Merlin Avana,9409.0,"5,17,20,21,23,24,6,19,101,102",627-688  sq.ft.,58.5  - 64.19 L,2 BHK Flat in Tollygunge,"['UNDER CONSTRUCTION', 'NEW LAUNCH', 'NEW BOOKING', 'RERA | HIRA']",11.0,Merlin Avana,Merlin Avana,"{'CITY': '27', 'CITY_NAME': 'Kolkata South', 'LOCALITY_ID': '598', 'LOCALITY_NAME': 'Tollygunge', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.481623, 88.324648)",6,9,4,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1259,S,Residential Apartment,Kolkata East,2.0,1,5.0,7881.0,0,0,5,13.0,N,Bhawani Inara,7881.0,"5,17,20,21,23,24,6,19,101,102",3555-3603  sq.ft.,2.8  - 2.84 Cr,5 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",13.0,Bhawani Inara,Bhawani Inara,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.626586, 88.453086)",6,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
1260,S,Residential Apartment,Kolkata East,2.0,1,4.0,7881.0,0,0,5,13.0,N,Bhawani Inara,7881.0,"5,17,20,21,23,24,6,19,101,102",2322-2355  sq.ft.,1.83  - 1.86 Cr,4 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",13.0,Bhawani Inara,Bhawani Inara,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.626586, 88.453086)",6,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
1261,S,Residential Apartment,Kolkata East,2.0,1,3.0,8275.0,0,0,5,13.0,N,Bhawani Inara,8275.0,"5,17,20,21,23,24,6,19,101,102",1728-1790  sq.ft.,1.43  - 1.48 Cr,3 BHK Flat in New Town,"['UNDER CONSTRUCTION', 'NEW BOOKING', 'RERA | HIRA']",13.0,Bhawani Inara,Bhawani Inara,"{'CITY': '28', 'CITY_NAME': 'Kolkata East', 'LOCALITY_ID': '1503', 'LOCALITY_NAME': 'New Town', 'ADDRESS': None}",1.0,1,900.0,1140.0,1000.0,1500.0,"(22.626586, 88.453086)",6,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
1265,S,Residential Apartment,Kolkata North,2.0,1,4.0,4977.0,0,0,5,11.0,N,Solus,4977.0,"5,17,20,21,23,24,6,19,101,102",1528 sq.ft.,76.06 L,4 BHK Flat in Madhyamgram,"['UNDER CONSTRUCTION', 'NEW BOOKING']",10.0,Solus,Solus,"{'CITY': '26', 'CITY_NAME': 'Kolkata North', 'LOCALITY_ID': '528', 'LOCALITY_NAME': 'Madhyamgram', 'ADDRESS': None}",1.0,1,900.0,1528.0,1000.0,1500.0,"(22.70124, 88.47059)",6,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
